YEAR,STATE,EVTYPE,FATALITIES,INJURIES,PROPDMG,CROPDMG
1995,alaska,FLOOD / DAM FAILURE,0,0,10,0
1995,alaska,ICE / SNOW / FROST / HAIL,0,0,0,0
1995,alaska,MARINE WIND / SWELL / SURF,7,5,0,0
1995,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
1996,alaska,BLIZZARD / WINTER STORM / WEATHER,1,0,0,0
1996,alaska,COLD / WIND AND WINDCHILL,0,0,0.006,0
1996,alaska,COLD / WIND AND WINDCHILL,0,0,0.233,0
1996,alaska,DROUGHT / HEAT / WILDFIRE,0,0,0,0
1996,alaska,DROUGHT / HEAT / WILDFIRE,0,0,10,0
1996,alaska,FLOOD / DAM FAILURE,0,0,0.001,0
1996,alaska,ICE / SNOW / FROST / HAIL,1,28,0.235,0
1996,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,1,0.001,0
1996,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
1996,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,1.012,0
1997,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
1997,alaska,COLD / WIND AND WINDCHILL,0,0,0,0
1997,alaska,COLD / WIND AND WINDCHILL,0,0,0.0025,0
1997,alaska,DROUGHT / HEAT / WILDFIRE,0,0,0,0
1997,alaska,FLASH FLOOD,0,0,0.02,0
1997,alaska,FLOOD / DAM FAILURE,0,0,1.37,0
1997,alaska,ICE / SNOW / FROST / HAIL,0,0,0,0
1997,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
1997,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
1997,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.7,0
1997,alaska,THUNDERSTORM / THUNDERSTORM WIND,0,0,2,0
1997,alaska,TORNADO,0,0,0,0
1998,alaska,AVALANCHE,0,0,0,0
1998,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
1998,alaska,COLD / WIND AND WINDCHILL,0,0,0,0
1998,alaska,COLD / WIND AND WINDCHILL,0,0,0.177,0
1998,alaska,FLASH FLOOD,0,0,0.003,0
1998,alaska,FLOOD / DAM FAILURE,0,0,2.561,0
1998,alaska,ICE / SNOW / FROST / HAIL,0,0,0.05,0
1998,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
1998,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
1999,alaska,AVALANCHE,12,4,0.045,0
1999,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
1999,alaska,COLD / WIND AND WINDCHILL,1,1,0.25,0
1999,alaska,COLD / WIND AND WINDCHILL,0,7,0.776,0
1999,alaska,DROUGHT / HEAT / WILDFIRE,0,0,0.065,0.01
1999,alaska,FLASH FLOOD,0,0,0,0
1999,alaska,FLOOD / DAM FAILURE,0,0,0.036,0
1999,alaska,ICE / SNOW / FROST / HAIL,5,0,0.225,0
1999,alaska,MARINE WIND / SWELL / SURF,0,0,0.75,0
1999,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.01,0
1999,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,2,0.03,0
1999,alaska,VOLCANIC ACTIVITY,0,0,0,0
2000,alaska,AVALANCHE,5,5,0.754,0
2000,alaska,BLIZZARD / WINTER STORM / WEATHER,2,0,0.026,0
2000,alaska,COLD / WIND AND WINDCHILL,2,0,0,0
2000,alaska,COLD / WIND AND WINDCHILL,0,4,8.3465,0.005
2000,alaska,DROUGHT / HEAT / WILDFIRE,1,0,0,0
2000,alaska,DROUGHT / HEAT / WILDFIRE,0,9,0.25,0
2000,alaska,FLASH FLOOD,0,0,0,0
2000,alaska,FLOOD / DAM FAILURE,0,0,0.11,0
2000,alaska,ICE / SNOW / FROST / HAIL,3,0,0.094,0
2000,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.51,0
2000,alaska,TORNADO,0,0,0,0
2001,alaska,AVALANCHE,7,4,0.044,0
2001,alaska,BLIZZARD / WINTER STORM / WEATHER,2,3,0,0
2001,alaska,COLD / WIND AND WINDCHILL,0,0,0,0
2001,alaska,COLD / WIND AND WINDCHILL,0,1,0.6071,0
2001,alaska,DROUGHT / HEAT / WILDFIRE,0,0,1.6,0
2001,alaska,FLOOD / DAM FAILURE,0,0,0.7495,0
2001,alaska,ICE / SNOW / FROST / HAIL,0,5,0.334,0
2001,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.0025,0
2001,alaska,VOLCANIC ACTIVITY,0,0,0,0
2002,alaska,AVALANCHE,4,2,0.011,0
2002,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2002,alaska,COLD / WIND AND WINDCHILL,0,0,0,0
2002,alaska,COLD / WIND AND WINDCHILL,0,2,1.2701,0
2002,alaska,DROUGHT / HEAT / WILDFIRE,0,0,0.04,0
2002,alaska,FLASH FLOOD,0,0,0.02,0
2002,alaska,FLOOD / DAM FAILURE,3,0,31.143,0
2002,alaska,ICE / SNOW / FROST / HAIL,0,0,0.044,0
2002,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.003,0
2002,alaska,THUNDERSTORM / THUNDERSTORM WIND,0,0,0.013,0
2002,alaska,TORNADO,0,0,0,0
2003,alaska,AVALANCHE,1,1,0.01,0
2003,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0.01,0
2003,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2003,alaska,COLD / WIND AND WINDCHILL,0,0,0,0
2003,alaska,COLD / WIND AND WINDCHILL,0,2,12.0625,0
2003,alaska,DROUGHT / HEAT / WILDFIRE,0,0,0.26,0
2003,alaska,DUST STORM / DEVIL,0,0,0.001,0
2003,alaska,FLASH FLOOD,0,0,0.001,0
2003,alaska,FLOOD / DAM FAILURE,0,0,8.6535,0
2003,alaska,ICE / SNOW / FROST / HAIL,0,0,0.138,0
2003,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.005,0
2003,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.102,0
2004,alaska,AVALANCHE,2,0,0,0
2004,alaska,BLIZZARD / WINTER STORM / WEATHER,1,0,0,0
2004,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2004,alaska,COLD / WIND AND WINDCHILL,0,0,0,0
2004,alaska,COLD / WIND AND WINDCHILL,0,0,0.5866,0.022
2004,alaska,DROUGHT / HEAT / WILDFIRE,0,0,0.9,0
2004,alaska,FLOOD / DAM FAILURE,0,0,5.238,0.008
2004,alaska,ICE / SNOW / FROST / HAIL,0,0,0,0
2004,alaska,ICE / SNOW / FROST / HAIL,0,12,0.107,0
2004,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,19.9,0
2004,alaska,TORNADO,0,0,0,0
2005,alaska,BLIZZARD / WINTER STORM / WEATHER,0,2,0,0
2005,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2005,alaska,COLD / WIND AND WINDCHILL,0,0,0,0
2005,alaska,COLD / WIND AND WINDCHILL,0,0,8.2852,0.13
2005,alaska,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2005,alaska,DUST STORM / DEVIL,0,0,0.0013,0
2005,alaska,FLOOD / DAM FAILURE,0,0,1.552,0
2005,alaska,ICE / SNOW / FROST / HAIL,0,0,0,0
2005,alaska,ICE / SNOW / FROST / HAIL,0,5,0.229,0.02
2005,alaska,LANDSLIDE / MUDSLIDE / ROCK SLIDE,0,0,0.4,0
2005,alaska,MARINE WIND / SWELL / SURF,0,0,0,0
2005,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,3.85,0
2005,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,2.69,0
2005,alaska,TORNADO,0,0,0,0
2006,alaska,AVALANCHE,1,1,0,0
2006,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2006,alaska,BLIZZARD / WINTER STORM / WEATHER,1,1,0.08,0
2006,alaska,COASTAL STORM / FLOOD OR EROSION / TIDE,0,0,0,0
2006,alaska,COLD / WIND AND WINDCHILL,0,0,0,0
2006,alaska,COLD / WIND AND WINDCHILL,0,0,0.039,0
2006,alaska,DROUGHT / HEAT / WILDFIRE,0,0,0.325,0
2006,alaska,FLOOD / DAM FAILURE,0,0,61.22234,0
2006,alaska,ICE / SNOW / FROST / HAIL,0,0,0.15775,0
2006,alaska,LANDSLIDE / MUDSLIDE / ROCK SLIDE,0,0,1.6,0
2006,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2006,alaska,MARINE WIND / SWELL / SURF,0,0,0.13,0
2006,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2007,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2007,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2007,alaska,COASTAL STORM / FLOOD OR EROSION / TIDE,0,0,0.01206,0
2007,alaska,COLD / WIND AND WINDCHILL,0,0,0,0
2007,alaska,COLD / WIND AND WINDCHILL,0,0,0.17,0
2007,alaska,FLOOD / DAM FAILURE,0,0,3.9,0
2007,alaska,ICE / SNOW / FROST / HAIL,0,0,0.015,0
2007,alaska,ICE / SNOW / FROST / HAIL,0,0,0.005,0
2007,alaska,LANDSLIDE / MUDSLIDE / ROCK SLIDE,0,0,0.001,0
2007,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2007,alaska,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
2007,alaska,TORNADO,0,0,0,0
2008,alaska,AVALANCHE,1,0,0,0
2008,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2008,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2008,alaska,COASTAL STORM / FLOOD OR EROSION / TIDE,2,0,0.8,0
2008,alaska,COLD / WIND AND WINDCHILL,0,0,0,0
2008,alaska,COLD / WIND AND WINDCHILL,0,0,0.14725,0
2008,alaska,FLASH FLOOD,0,0,0.002,0
2008,alaska,FLOOD / DAM FAILURE,0,0,4.167,0
2008,alaska,ICE / SNOW / FROST / HAIL,0,0,0.05,0
2008,alaska,MARINE WIND / SWELL / SURF,0,0,7,0
2008,alaska,THUNDERSTORM / THUNDERSTORM WIND,0,0,0.005,0
2009,alaska,BLIZZARD / WINTER STORM / WEATHER,2,0,0.201,0
2009,alaska,COASTAL STORM / FLOOD OR EROSION / TIDE,0,0,1.01,0
2009,alaska,COLD / WIND AND WINDCHILL,0,0,0,0
2009,alaska,COLD / WIND AND WINDCHILL,0,0,1.473,0
2009,alaska,DROUGHT / HEAT / WILDFIRE,0,0,0.25,0
2009,alaska,FLOOD / DAM FAILURE,0,0,28.7696,0
2009,alaska,FOG / VOG / SMOKE,0,0,0,0
2009,alaska,ICE / SNOW / FROST / HAIL,0,0,0,0
2009,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,2,0,0
2009,alaska,TORNADO,0,0,0,0
2010,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2010,alaska,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2010,alaska,COASTAL STORM / FLOOD OR EROSION / TIDE,0,0,0,0
2010,alaska,COLD / WIND AND WINDCHILL,0,0,0,0
2010,alaska,COLD / WIND AND WINDCHILL,0,0,0.6495,0
2010,alaska,DROUGHT / HEAT / WILDFIRE,0,0,1.5,0
2010,alaska,FLASH FLOOD,0,0,0,0
2010,alaska,FLOOD / DAM FAILURE,0,0,6.16,0
2010,alaska,ICE / SNOW / FROST / HAIL,0,0,0,0
2010,alaska,ICE / SNOW / FROST / HAIL,0,0,0,0
2010,alaska,MARINE WIND / SWELL / SURF,0,0,0.005,0
2010,alaska,THUNDERSTORM / THUNDERSTORM WIND,0,0,0.005,0
2011,alaska,BLIZZARD / WINTER STORM / WEATHER,1,0,0,0
2011,alaska,COASTAL STORM / FLOOD OR EROSION / TIDE,1,0,24.02,0
2011,alaska,COLD / WIND AND WINDCHILL,0,0,0,0
2011,alaska,COLD / WIND AND WINDCHILL,0,0,0.7935,0
2011,alaska,FLOOD / DAM FAILURE,0,0,1.5,0
2011,alaska,ICE / SNOW / FROST / HAIL,0,0,0,0
2011,alaska,MARINE WIND / SWELL / SURF,0,0,0.015,0
2011,alaska,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2011,alaska,THUNDERSTORM / THUNDERSTORM WIND,0,0,0.005,0
1952,arizona,TORNADO,0,0,0,0
1954,arizona,TORNADO,0,0,0,0
1955,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1955,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1955,arizona,TORNADO,0,0,0.025,0
1956,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1956,arizona,TORNADO,0,0,0.00025,0
1957,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1957,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1957,arizona,TORNADO,0,0,0.02756,0
1958,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1958,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1958,arizona,TORNADO,0,0,0.00506,0
1959,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1959,arizona,TORNADO,0,1,0.275,0
1960,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1960,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1960,arizona,TORNADO,0,0,0.025,0
1961,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1961,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1961,arizona,TORNADO,0,3,0.525,0
1962,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1962,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1962,arizona,TORNADO,0,0,0.00275,0
1963,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1963,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1963,arizona,TORNADO,0,0,0,0
1964,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1964,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1964,arizona,TORNADO,2,9,0.025,0
1965,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1965,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1966,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1966,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1966,arizona,TORNADO,0,9,0.0525,0
1967,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1967,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1967,arizona,TORNADO,0,0,0.075,0
1968,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1968,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1968,arizona,TORNADO,0,8,0.3,0
1969,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1969,arizona,TORNADO,0,2,0.275,0
1970,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1970,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1970,arizona,TORNADO,0,0,0.025,0
1971,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1971,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1971,arizona,TORNADO,0,43,2.85,0
1972,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1972,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1972,arizona,TORNADO,0,18,30.62518,0
1973,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1973,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1973,arizona,TORNADO,0,0,0,0
1974,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1974,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1974,arizona,TORNADO,1,40,0.28,0
1975,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1975,arizona,TORNADO,0,0,0,0
1976,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1976,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1976,arizona,TORNADO,0,0,0.0025,0
1977,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1977,arizona,TORNADO,0,0,0,0
1978,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1978,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1978,arizona,TORNADO,0,0,0,0
1979,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1979,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1979,arizona,TORNADO,0,3,0.025,0
1980,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1980,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1980,arizona,TORNADO,0,0,0,0
1981,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1981,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1981,arizona,TORNADO,0,0,0.75,0
1982,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1982,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1982,arizona,TORNADO,0,0,3.00E-05,0
1983,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1983,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1983,arizona,TORNADO,0,0,0.5525,0
1984,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1984,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,1,0,0
1984,arizona,TORNADO,0,0,0.3,0
1985,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1985,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,24,0,0
1985,arizona,TORNADO,0,0,0.025,0
1986,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1986,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,2,0,0
1986,arizona,TORNADO,0,0,0.25,0
1987,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1987,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,4,0,0
1987,arizona,TORNADO,0,0,0.00275,0
1988,arizona,ICE / SNOW / FROST / HAIL,0,4,0,0
1988,arizona,THUNDERSTORM / THUNDERSTORM WIND,3,25,0,0
1988,arizona,TORNADO,0,0,0.025,0
1989,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,3,0,0
1989,arizona,TORNADO,0,0,0.025,0
1990,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1990,arizona,THUNDERSTORM / THUNDERSTORM WIND,6,24,0,0
1990,arizona,TORNADO,0,0,0.0025,0
1991,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1991,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,2,0,0
1991,arizona,TORNADO,0,2,0.25,0
1992,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1992,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,0,0,0
1992,arizona,TORNADO,0,1,2.65275,0
1993,arizona,COLD / WIND AND WINDCHILL,0,0,0,0
1993,arizona,FLASH FLOOD,1,0,5.555,0
1993,arizona,FLOOD / DAM FAILURE,1,8,16.6,5.5
1993,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1993,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,1,0,0,0
1993,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.5,0
1993,arizona,THUNDERSTORM / THUNDERSTORM WIND,1,4,18.3155,0
1993,arizona,TORNADO,0,0,5.005,0
1994,arizona,COLD / WIND AND WINDCHILL,0,0,0,0
1994,arizona,DUST STORM / DEVIL,0,2,0,0
1994,arizona,FLASH FLOOD,0,0,0.05,5
1994,arizona,FOG / VOG / SMOKE,0,10,0,0
1994,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1994,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1994,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,2,4,5,0
1994,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
1994,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,10,7.7055,0.005
1994,arizona,TORNADO,0,0,0.605,0
1995,arizona,COLD / WIND AND WINDCHILL,0,1,0,0
1995,arizona,DROUGHT / HEAT / WILDFIRE,0,0,0,0
1995,arizona,DUST STORM / DEVIL,10,44,0.09,0
1995,arizona,FLASH FLOOD,1,0,0.712,0
1995,arizona,FLOOD / DAM FAILURE,0,0,2.9055,0
1995,arizona,ICE / SNOW / FROST / HAIL,0,0,0.1,0
1995,arizona,ICE / SNOW / FROST / HAIL,2,0,0.05,0
1995,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,1,17,0.006,0
1995,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,1,3,5,0
1995,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,2,9.7995,0
1995,arizona,TORNADO,0,0,0.2,0
1996,arizona,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
1996,arizona,COLD / WIND AND WINDCHILL,0,0,0.095,0
1996,arizona,DROUGHT / HEAT / WILDFIRE,0,0,0,0
1996,arizona,DUST STORM / DEVIL,0,28,0.045,0
1996,arizona,FLASH FLOOD,0,2,0.75,0
1996,arizona,FLOOD / DAM FAILURE,0,1,0.001,0
1996,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1996,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1996,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,0,6,0.153,0
1996,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,16,102.1645,0.01
1996,arizona,TORNADO,0,0,0.26,0.03
1997,arizona,BLIZZARD / WINTER STORM / WEATHER,4,0,0.1,0
1997,arizona,COLD / WIND AND WINDCHILL,0,0,0.06,0
1997,arizona,DUST STORM / DEVIL,0,25,0.2,0
1997,arizona,FLASH FLOOD,20,125,0.522,0
1997,arizona,FLOOD / DAM FAILURE,0,0,0.0125,0
1997,arizona,FOG / VOG / SMOKE,0,0,0,0
1997,arizona,ICE / SNOW / FROST / HAIL,0,0,4.00E-04,0
1997,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1997,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,2,6,0.1,0
1997,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,4,1.2015,0
1997,arizona,TORNADO,0,0,0.002,0
1997,arizona,TROPICAL STORM / HURRICANE / TYPHOON,0,0,0,200
1998,arizona,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
1998,arizona,COLD / WIND AND WINDCHILL,2,0,0.133,0
1998,arizona,DUST STORM / DEVIL,0,0,0,0
1998,arizona,FLASH FLOOD,4,0,0.035,0
1998,arizona,FLOOD / DAM FAILURE,0,0,0.001,0
1998,arizona,FOG / VOG / SMOKE,0,0,0,0
1998,arizona,ICE / SNOW / FROST / HAIL,0,0,0.0468,0
1998,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1998,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,1,3,0.008,0
1998,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
1998,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,8,1.3205,0
1998,arizona,TORNADO,0,0,0.004,0
1999,arizona,BLIZZARD / WINTER STORM / WEATHER,0,0,0.01,0
1999,arizona,COLD / WIND AND WINDCHILL,2,17,0.086,0
1999,arizona,DROUGHT / HEAT / WILDFIRE,0,0,0,0
1999,arizona,DUST STORM / DEVIL,1,14,0.005,0
1999,arizona,FLASH FLOOD,0,5,12.705,0
1999,arizona,FLOOD / DAM FAILURE,0,0,0.091,0
1999,arizona,ICE / SNOW / FROST / HAIL,0,2,18.1005,0.05
1999,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
1999,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,1,11,0.435,0
1999,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
1999,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,12,39.9725,0
1999,arizona,TORNADO,0,0,0,0
2000,arizona,BLIZZARD / WINTER STORM / WEATHER,8,10,0,0
2000,arizona,COLD / WIND AND WINDCHILL,0,0,0,0
2000,arizona,DROUGHT / HEAT / WILDFIRE,0,0,0.05,0
2000,arizona,DUST STORM / DEVIL,0,6,0.08,0
2000,arizona,FLASH FLOOD,1,0,10.29,3
2000,arizona,FLOOD / DAM FAILURE,0,0,0.143,0.01
2000,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
2000,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
2000,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,2,20,0.055,0
2000,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0,0
2000,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,8,2.442,0
2000,arizona,TORNADO,0,0,0,0
2001,arizona,BLIZZARD / WINTER STORM / WEATHER,1,5,0.01,0
2001,arizona,COLD / WIND AND WINDCHILL,0,0,0.02,0
2001,arizona,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2001,arizona,DUST STORM / DEVIL,0,0,0,0
2001,arizona,FLASH FLOOD,6,0,0.306,0
2001,arizona,FLOOD / DAM FAILURE,0,0,0,0
2001,arizona,FOG / VOG / SMOKE,0,8,0,0
2001,arizona,ICE / SNOW / FROST / HAIL,0,0,0.005,0
2001,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
2001,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,0,1,0.09,0
2001,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.15,0
2001,arizona,THUNDERSTORM / THUNDERSTORM WIND,1,13,6.086,0
2001,arizona,TORNADO,0,0,0,0
2002,arizona,BLIZZARD / WINTER STORM / WEATHER,1,5,0,0
2002,arizona,COLD / WIND AND WINDCHILL,0,0,0,0
2002,arizona,COLD / WIND AND WINDCHILL,0,0,0.185,0
2002,arizona,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2002,arizona,DROUGHT / HEAT / WILDFIRE,0,0,0.38,0
2002,arizona,DUST STORM / DEVIL,0,0,0.062,0
2002,arizona,FLASH FLOOD,0,0,0.163,0
2002,arizona,FLOOD / DAM FAILURE,0,0,0,0
2002,arizona,FOG / VOG / SMOKE,0,0,0,0
2002,arizona,ICE / SNOW / FROST / HAIL,0,1,0.21,0.02
2002,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
2002,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.05,0
2002,arizona,LIGHTNING / RAIN / WET / WALL CLOUD,0,0,0.002,0
2002,arizona,THUNDERSTORM / THUNDERSTORM WIND,0,5,72.6018,0
2002,arizona,TORNADO,0,0,0,0
2003,arizona,BLIZZARD / WINTER STORM / WEATHER,0,0,0,0
2003,arizona,COLD / WIND AND WINDCHILL,0,0,0.022,0
2003,arizona,DROUGHT / HEAT / WILDFIRE,0,0,0,0
2003,arizona,DROUGHT / HEAT / WILDFIRE,0,0,132,0
2003,arizona,DUST STORM / DEVIL,2,31,0.159,0
2003,arizona,FLASH FLOOD,3,4,0.974,0
2003,arizona,FLOOD / DAM FAILURE,0,0,0.08,0
2003,arizona,FOG / VOG / SMOKE,0,0,0,0
2003,arizona,ICE / SNOW / FROST / HAIL,0,0,0.05,0
2003,arizona,ICE / SNOW / FROST / HAIL,0,0,0,0
